month,Unnamed: 0,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt,outward_inward_ratio
2008-07-01,165,Karnataka Bank Ltd,1036,2456,3492,0.4,99092.19,190652.61,289744.79,0.11,946,2446,3392,0.39,120044.83,166443.75,286488.59,0.11,0.9887618341644729
2008-07-01,166,Karur Vysya Bank,1465,3644,5109,0.59,552386.31,104069.64,656455.95,0.24,1398,3908,5306,0.61,501129.82,160975.49,662105.31,0.25,1.0086058478105044
2008-07-01,167,Kotak Mahindra Bank Ltd,1710,6817,8527,0.98,986738.55,1515870.58,2502609.13,0.93,821,9890,10711,1.23,898327.6,1429819.75,2328147.35,0.87,0.9302880430233227
2008-07-01,168,Krung Thai Bank Plc,42,13,55,0.01,20022.97,680.0,20702.97,0.01,41,4,45,0.01,20701.96,54.99,20756.95,0.01,1.0026073553697852
2008-07-01,169,Lakshmi Vilas Bank Ltd.,525,1361,1886,0.22,54243.4,55178.34,109421.74,0.04,396,2452,2848,0.33,40592.82,77707.92,118300.74,0.04,1.0811447524047781
2008-07-01,170,Lehman Brothers Fis Pvt,27,1,28,0.0,60266.41,2350.74,62617.15,0.02,18,0,18,0.0,59391.29,0.0,59391.29,0.02,0.9484828038324964
2008-07-01,171,Maharashtra State Co-Op Bank,566,453,1019,0.12,466764.35,179358.73,646123.08,0.24,284,563,847,0.1,485793.04,133112.55,618905.59,0.23,0.9578756883286076
2008-07-01,172,Mashreqbank Psc,86,0,86,0.01,13339.11,0.0,13339.11,0.0,33,77,110,0.01,2572.04,9033.81,11605.85,0.0,0.8700617957270013
2008-07-01,173,Mizuho Corporate Bank Ltd,99,355,454,0.05,157927.39,62711.16,220638.55,0.08,151,300,451,0.05,151706.88,79864.75,231571.63,0.09,1.0495519935206246
2008-07-01,174,New India Co-Operative Bank Ltd.,22,99,121,0.01,14458.43,6216.33,20674.76,0.01,89,59,148,0.02,15732.72,520.15,16252.87,0.01,0.7861213382888121
2008-07-01,175,North Kanara Gsb Coop Bank Ltd.,77,151,228,0.03,40347.33,3325.68,43673.01,0.02,91,144,235,0.03,41222.06,2553.32,43775.38,0.02,1.0023440106372332
2008-07-01,176,Nutan Nagarik Sahakari Bank Ltd.,16,47,63,0.01,1216.0,478.54,1694.54,0.0,0,148,148,0.02,0.0,1560.15,1560.15,0.0,0.9206923412843604
2008-07-01,177,Oman International Bank Saog,29,10,39,0.0,8474.84,266.16,8741.01,0.0,85,132,217,0.02,7589.83,653.35,8243.18,0.0,0.9430466273348275
2008-07-01,178,Oriental Bank Of Commerce,1666,10099,11765,1.35,1709339.5,695098.13,2404437.63,0.89,2953,7191,10144,1.17,1881499.91,521664.94,2403164.85,0.89,0.9994706537678002
2008-07-01,179,Pnb Gilts Ltd.,115,33,148,0.02,224395.27,248296.34,472691.61,0.18,255,0,255,0.03,524787.99,0.0,524787.99,0.2,1.1102121952196276
2008-07-01,180,Punjab & Maharashtra Co-Operative Bank Ltd.,93,298,391,0.05,8248.5,52466.25,60714.75,0.02,31,245,276,0.03,8482.26,36025.66,44507.93,0.02,0.7330661824350755
2008-07-01,181,Punjab And Sind Bank,654,753,1407,0.16,1492696.62,163167.04,1655863.65,0.62,465,1203,1668,0.19,1339378.52,293533.49,1632912.02,0.61,0.986139178790476
2008-07-01,183,Rajkot Nagrik Sahakari Bank Ltd.,0,36,36,0.0,0.0,547.15,547.15,0.0,37,279,316,0.04,1177.21,7657.02,8834.23,0.0,16.14590148953669
2008-07-01,184,Rbl Bank Ltd.,151,197,348,0.04,87400.89,4968.99,92369.89,0.03,81,281,362,0.04,82153.28,6172.73,88326.01,0.03,0.9562207987906015
2008-07-01,185,Reserve Bank Of India,33,1449,1482,0.17,59996.36,3243839.77,3303836.13,1.23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,186,Saraswat Co-Operative Bank Ltd,420,1545,1965,0.23,1151831.76,52460.83,1204292.59,0.45,306,1353,1659,0.19,1134302.38,75905.5,1210207.88,0.45,1.0049118379114164
2008-07-01,187,Sbi Dfhi Ltd.,93,88,181,0.02,219502.58,127716.4,347218.98,0.13,281,0,281,0.03,420400.82,0.0,420400.82,0.16,1.2107656672454945
2008-07-01,188,Security Trading Corp Of India Ltd.,70,181,251,0.03,73074.4,218681.57,291755.97,0.11,189,0,189,0.02,287387.56,0.0,287387.56,0.11,0.9850271787069174
2008-07-01,189,Shamrao Vithal Co-Operative Bank Ltd.,110,888,998,0.11,53870.33,16218.44,70088.77,0.03,175,1073,1248,0.14,40609.85,25506.99,66116.84,0.02,0.9433300085020752
2008-07-01,190,Shinhan Bank,100,109,209,0.02,55766.66,22940.36,78707.02,0.03,54,319,373,0.04,55614.24,28162.63,83776.87,0.03,1.0644142034598691
2008-07-01,191,Societe Generale,251,114,365,0.04,416999.33,82410.41,499409.73,0.19,253,214,467,0.05,466065.81,67910.44,533976.25,0.2,1.069214750781888
2008-07-01,192,South Indian Bank,1528,2279,3807,0.44,252447.07,81443.39,333890.47,0.12,1017,2774,3791,0.44,281281.23,143454.31,424735.55,0.16,1.2720804819616445
2008-07-01,194,State Bank Of Bikaner & Jaipur,2675,11739,14414,1.66,950832.07,339372.7,1290204.77,0.48,3340,14379,17719,2.04,1240027.79,525388.62,1765416.42,0.66,1.3683226578057062
2008-07-01,195,State Bank Of Hyderabad,2976,11639,14615,1.68,2854457.28,846428.88,3700886.17,1.38,3211,8154,11365,1.31,2809510.05,875358.77,3684868.81,1.37,0.9956720203583025
2008-07-01,197,State Bank Of Indore,2245,9647,11892,1.37,598071.74,337473.25,935544.99,0.35,2099,8075,10174,1.17,664600.49,267006.69,931607.18,0.35,0.9957908918950013
2008-07-01,198,State Bank Of Mauritius,7,39,46,0.01,2794.56,4042.63,6837.19,0.0,7,88,95,0.01,3429.7,7750.91,11180.61,0.0,1.6352639022756426
2008-07-01,199,State Bank Of Mysore,4437,6505,10942,1.26,486119.82,558983.72,1045103.54,0.39,2636,9216,11852,1.36,477075.26,515368.4,992443.66,0.37,0.9496127627698974
2008-07-01,201,State Bank Of Saurashtra,2826,4678,7504,0.86,740103.69,474676.33,1214780.02,0.45,1535,3771,5306,0.61,879873.75,287886.55,1167760.3,0.43,0.9612936340523612
2008-07-01,202,State Bank Of Travancore,3846,5768,9614,1.11,1646402.89,350802.67,1997205.57,0.74,4228,5645,9873,1.14,1518757.45,432695.77,1951453.21,0.73,0.9770918123365738
2008-07-01,203,Syndicate Bank,2413,6847,9260,1.07,946100.62,761282.96,1707383.58,0.64,2917,5271,8188,0.94,1230323.44,793309.65,2023633.09,0.75,1.1852246406164924
2008-07-01,204,Tamilnad Mercantile Bank Ltd,1093,2899,3992,0.46,121168.1,60962.76,182130.86,0.07,400,4292,4692,0.54,80403.73,96547.29,176951.02,0.07,0.9715597894832321
2008-07-01,205,Tamilnadu State Apex Co-Operative Bank Ltd.,238,49,287,0.03,568059.82,3930.68,571990.5,0.21,55,211,266,0.03,529732.33,18604.22,548336.55,0.2,0.9586462537402283
2008-07-01,206,Thane Bharat Shakari Bank Ltd.,0,7,7,0.0,0.0,64.58,64.58,0.0,0,27,27,0.0,0.0,3206.04,3206.04,0.0,49.644471972746985
2008-07-01,207,Thane Janta Shakari,117,280,397,0.05,95570.82,5482.56,101053.38,0.04,65,321,386,0.04,86656.19,9811.96,96468.15,0.04,0.9546256641786746
2008-07-01,208,The West Bengal State Co-Operative Bank Ltd.,30,33,63,0.01,31508.18,10509.37,42017.55,0.02,17,53,70,0.01,33000.0,129372.87,162372.87,0.06,3.864405944658839
2008-07-01,209,Uco Bank,1174,2999,4173,0.48,498111.82,471674.02,969785.84,0.36,1925,1722,3647,0.42,585337.59,477472.64,1062810.23,0.4,1.0959226111199973
2008-07-01,210,Union Bank Of India,3795,17743,21538,2.48,1550786.45,1274353.91,2825140.35,1.05,6081,18121,24202,2.79,1852407.77,1119404.38,2971812.16,1.11,1.051916645486303
2008-07-01,211,United Bank Of India,691,1415,2106,0.24,975853.49,406055.5,1381908.98,0.51,1174,702,1876,0.22,1128315.19,335615.76,1463930.95,0.54,1.0593541044939154
2008-07-01,212,Vijaya Bank,1605,4250,5855,0.67,822196.83,538087.71,1360284.54,0.51,2484,2863,5347,0.62,722043.16,579257.79,1301300.95,0.48,0.9566387852941414
2008-07-01,213,Yes Bank Ltd,882,2622,3504,0.4,1180238.5,913017.08,2093255.58,0.78,625,6684,7309,0.84,1157739.72,877763.14,2035502.85,0.76,0.9724100914614545
2008-08-01,214,Abhyudaya Co-Operative Bank Ltd,40,194,234,0.03,61130.2,2668.9,63799.1,0.03,138,358,496,0.06,67899.83,7292.62,75192.45,0.03,1.1785816727822178
2008-08-01,215,Abn Amro Bank N.V.,1605,8334,9939,1.17,856893.97,1885523.35,2742417.32,1.14,2079,6910,8989,1.06,827252.25,1831534.93,2658787.18,1.1,0.9695049548476453
2008-08-01,216,Abu Dhabi Commercial Bank Pjsc,91,107,198,0.02,38986.03,22592.33,61578.36,0.03,85,196,281,0.03,35626.58,12033.48,47660.06,0.02,0.7739741688476276
2008-08-01,217,Ahmedabad Mercantile Co-Operative Bank Ltd.,25,51,76,0.01,19787.48,289.48,20076.96,0.01,16,81,97,0.01,15704.0,3946.66,19650.66,0.01,0.9787667057164033
2008-08-01,218,Allahabad Bank,661,1912,2573,0.3,1024027.65,312976.8,1337004.46,0.56,1917,1209,3126,0.37,829037.02,299580.94,1128617.97,0.47,0.844139270859276
2008-08-01,219,American Express Bank,89,736,825,0.1,545597.01,83432.48,629029.49,0.26,436,763,1199,0.14,539780.0,140762.6,680542.59,0.28,1.0818929808839328
2008-08-01,220,Andhra Bank,1340,5584,6924,0.81,1488769.16,345886.27,1834655.43,0.76,2217,2297,4514,0.53,1623724.42,145756.0,1769480.42,0.74,0.9644756127312691
2008-08-01,222,Bank Of America Na,1249,4877,6126,0.72,565399.96,710597.67,1275997.63,0.53,477,2104,2581,0.3,429454.0,1001611.56,1431065.56,0.59,1.121526816628962
2008-08-01,223,Bank Of Bahrain & Kuwait B S C,259,108,367,0.04,30745.61,3647.3,34392.91,0.01,51,260,311,0.04,23420.03,6339.15,29759.19,0.01,0.8652710689499666
2008-08-01,224,Bank Of Baroda,3940,17761,21701,2.55,2270195.15,1151284.33,3421479.48,1.42,5108,20986,26094,3.07,2202881.73,1188556.35,3391438.08,1.41,0.9912197632119074
2008-08-01,225,Bank Of Ceylon,7,9,16,0.0,3220.15,496.34,3716.49,0.0,11,93,104,0.01,2345.17,2371.47,4716.64,0.0,1.269111446553065
2008-08-01,226,Bank Of India,4351,17029,21380,2.51,1268243.93,2031864.25,3300108.18,1.37,4411,15762,20173,2.37,1043876.02,2047503.91,3091379.94,1.28,0.9367510915960336
2008-08-01,227,Bank Of Maharashtra,886,3261,4147,0.49,2266178.86,267971.53,2534150.39,1.05,1106,2496,3602,0.42,2234063.22,296290.66,2530353.87,1.05,0.9985018568688814
2008-08-01,228,Bank Of Nova Scotia,448,1653,2101,0.25,1618610.46,335994.18,1954604.63,0.81,374,915,1289,0.15,1409952.7,209849.79,1619802.49,0.67,0.8287110677723096
2008-08-01,229,Bank Of Rajasthan,995,3718,4713,0.55,303365.12,185868.87,489234.0,0.2,906,3126,4032,0.47,294492.28,209638.14,504130.42,0.21,1.0304484561579939
2008-08-01,230,Bank Of Tokyo Mitsubishi Ufj Ltd,230,450,680,0.08,992476.87,103617.62,1096094.49,0.46,193,448,641,0.08,704317.21,360124.11,1064441.32,0.44,0.9711218601235739
2008-08-01,231,Barclays Bank Plc,711,887,1598,0.19,783444.87,372738.34,1156183.21,0.48,670,6830,7500,0.88,887409.74,504133.31,1391543.05,0.58,1.2035662150810857
2008-08-01,232,Bharat Co-Operative Bank (Mumbai) Ltd.,48,351,399,0.05,54154.31,3378.85,57533.17,0.02,55,420,475,0.06,54784.47,6047.56,60832.03,0.03,1.0573384014821363
2008-08-01,233,Bnp Paribas,1015,13108,14123,1.66,993565.27,469218.09,1462783.37,0.61,1654,2626,4280,0.5,1077593.42,408351.27,1485944.69,0.62,1.0158337320993742
2008-08-01,234,Calyon Bank,488,386,874,0.1,1024784.58,148451.4,1173235.97,0.49,605,251,856,0.1,1000762.29,247117.74,1247880.03,0.52,1.063622375982898
2008-08-01,235,Canara Bank,2761,14621,17382,2.04,2200386.43,1483396.8,3683783.23,1.53,4382,11309,15691,1.85,2299531.46,1553847.4,3853378.86,1.6,1.0460384391293296
2008-08-01,236,Catholic Syrian Bank Ltd,502,671,1173,0.14,60087.69,14888.53,74976.22,0.03,436,1177,1613,0.19,55096.51,44741.1,99837.6,0.04,1.331590202866989
2008-08-01,237,Central Bank Of India,1530,3910,5440,0.64,3403511.61,722047.45,4125559.06,1.71,3085,2599,5684,0.67,3485522.46,555009.49,4040531.95,1.68,0.9793901605180269
2008-08-01,238,Centurion Bank,1534,6934,8468,1.0,107131.38,203550.65,310682.03,0.13,1970,6858,8828,1.04,101362.15,259895.29,361257.44,0.15,1.1627883337829354
2008-08-01,239,Chinatrust Commercial Bank,39,13,52,0.01,30254.95,761.36,31016.31,0.01,25,50,75,0.01,28269.26,4578.06,32847.32,0.01,1.0590337793244908
2008-08-01,241,Citizen Credit Co-Op Bank Ltd.,2,50,52,0.01,1645.61,1473.5,3119.1,0.0,8,113,121,0.01,1391.25,4818.93,6210.18,0.0,1.991016639415216
2008-08-01,242,City Union Bank,934,1335,2269,0.27,126173.37,126212.37,252385.74,0.1,571,1756,2327,0.27,102408.07,129372.58,231780.66,0.1,0.9183587789072394
2008-08-01,243,Corporation Bank,5891,9107,14998,1.76,2370353.81,1101809.34,3472163.15,1.44,4161,17466,21627,2.54,2019946.04,2287044.67,4306990.71,1.79,1.2404344277428323
2008-08-01,244,Cosmos Co-Operative Bank,63,518,581,0.07,36808.01,18307.69,55115.7,0.02,150,284,434,0.05,33767.84,17188.89,50956.72,0.02,0.9245409202822427
2008-08-01,245,Dbs Bank India Limited,483,339,822,0.1,2314122.8,233100.56,2547223.36,1.06,466,1040,1506,0.18,2270320.31,356534.32,2626854.63,1.09,1.0312619895257242
2008-08-01,246,Dena Bank,651,2221,2872,0.34,249309.01,277675.6,526984.61,0.22,1041,579,1620,0.19,348764.86,165161.67,513926.53,0.21,0.975221135964483
2008-08-01,247,Deposit Insurance And Credit Guarantee Corporation,2,0,2,0.0,2252.25,0.0,2252.25,0.0,0,2,2,0.0,0.0,91.56,91.56,0.0,0.040652680652680656
2008-08-01,249,Deutsche Securities India Pvt Ltd.,43,0,43,0.01,124739.74,0.0,124739.74,0.05,46,0,46,0.01,122767.87,0.0,122767.87,0.05,0.9841921267432495
2008-08-01,250,Development Credit Bank Ltd.,437,1742,2179,0.26,230684.47,65402.94,296087.41,0.12,393,1609,2002,0.24,211048.9,100839.35,311888.25,0.13,1.0533654571803646
2008-08-01,251,Dhanlaxmi Bank Ltd.,960,668,1628,0.19,102550.6,14368.93,116919.52,0.05,722,1214,1936,0.23,91642.66,44471.86,136114.52,0.06,1.1641727574659901
2008-08-01,252,Dombivli Nagari Sahakari Bank,63,91,154,0.02,10623.43,6213.83,16837.26,0.01,65,163,228,0.03,3879.76,4125.64,8005.4,0.0,0.47545740815310805
2008-08-01,253,Dsp Merrill Lynch Sec Trad Ltd,136,2,138,0.02,4916.94,20.0,4936.94,0.0,76,0,76,0.01,7389.53,0.0,7389.53,0.0,1.4967834326526148
2008-08-01,254,Federal Bank Ltd.,1051,4688,5739,0.67,671479.03,545921.48,1217400.52,0.51,2840,3392,6232,0.73,977896.45,260679.59,1238576.04,0.51,1.0173940454699328
2008-08-01,255,Greater Bombay Co-Operative Bank Ltd.,260,144,404,0.05,7081.61,5169.42,12251.03,0.01,22,393,415,0.05,272.36,9314.48,9586.84,0.0,0.7825333869886858
2008-08-01,259,Icici Securities Primary Dealership Ltd.,152,144,296,0.03,136650.77,340165.24,476816.02,0.2,209,0,209,0.02,474596.29,0.0,474596.29,0.2,0.9953446824206954
2008-08-01,261,Idbi Cap Market Services Ltd,69,0,69,0.01,138681.33,0.0,138681.33,0.06,86,0,86,0.01,140768.82,0.0,140768.82,0.06,1.0150524227017437
2008-08-01,262,Indian Bank,1956,7135,9091,1.07,1392488.0,285291.76,1677779.76,0.7,2417,8038,10455,1.23,1297324.79,328203.66,1625528.45,0.68,0.9688568718936029
2008-08-01,263,Indian Overseas Bank,1741,8835,10576,1.24,1000790.67,608135.2,1608925.86,0.67,3431,5497,8928,1.05,964998.28,786434.81,1751433.09,0.73,1.0885729004318445
2008-08-01,264,Indusind Bank Ltd.,2206,6102,8308,0.98,1236969.94,561209.96,1798179.9,0.75,1709,11692,13401,1.58,1109827.15,608045.76,1717872.91,0.71,0.9553398466972075
2008-08-01,265,Ing Vysya Bank Ltd.,2670,7775,10445,1.23,393006.04,971156.96,1364163.0,0.57,2909,11711,14620,1.72,505441.05,924273.88,1429714.93,0.59,1.0480528573198364
2008-08-01,266,Jammu And Kashmir Bank,371,1310,1681,0.2,1087669.84,356206.44,1443876.27,0.6,429,1905,2334,0.27,1108923.88,332455.44,1441379.32,0.6,0.9982706620699571
2008-08-01,267,Jankalyan Sahakari Bank Ltd.,69,117,186,0.02,66379.76,2196.25,68576.0,0.03,55,206,261,0.03,66795.03,1758.89,68553.92,0.03,0.9996780214652357
2008-08-01,268,Jp Morgan Chase Bank,391,400,791,0.09,1317468.47,877859.64,2195328.12,0.91,324,483,807,0.09,1283745.01,769661.81,2053406.82,0.85,0.9353530350624762
2008-08-01,269,Kalupur Commercial Co-Operative Bank Ltd.,89,293,382,0.04,26289.77,9232.53,35522.3,0.01,80,414,494,0.06,31996.63,23256.85,55253.48,0.02,1.5554589652134012
2008-08-01,270,Kapol Co-Operative Bank Ltd.,44,220,264,0.03,3834.59,9715.52,13550.11,0.01,4,215,219,0.03,164.08,12521.77,12685.85,0.01,0.9362174919613199
2008-08-01,271,Karnataka Bank Ltd,990,2326,3316,0.39,82735.98,188910.31,271646.29,0.11,960,2606,3566,0.42,126956.6,125403.04,252359.64,0.1,0.9290008709487622
2008-08-01,272,Karur Vysya Bank,1490,3481,4971,0.58,592858.22,109066.44,701924.66,0.29,1370,4123,5493,0.65,563069.81,154374.94,717444.74,0.3,1.0221107490367982
2008-08-01,273,Kotak Mahindra Bank Ltd,1674,6426,8100,0.95,676633.06,1110466.59,1787099.64,0.74,741,8619,9360,1.1,551590.74,1085811.62,1637402.36,0.68,0.9162345083344094
2008-08-01,274,Krung Thai Bank Plc,47,9,56,0.01,15234.93,520.0,15754.93,0.01,37,16,53,0.01,15336.74,356.19,15692.92,0.01,0.9960640891454294
2008-08-01,275,Lakshmi Vilas Bank Ltd.,559,1282,1841,0.22,59923.83,44932.41,104856.24,0.04,419,2722,3141,0.37,49352.13,67721.44,117073.57,0.05,1.116515049557375
2008-08-01,276,Lehman Brothers Fis Pvt,14,1,15,0.0,6925.32,2441.16,9366.48,0.0,17,0,17,0.0,24604.56,0.0,24604.56,0.01,2.626873702821124
2008-08-01,277,Maharashtra State Co-Op Bank,446,399,845,0.1,369224.29,205611.46,574835.75,0.24,259,595,854,0.1,450889.98,214166.52,665056.5,0.28,1.1569504854212704
2008-08-01,278,Mashreqbank Psc,65,1,66,0.01,12856.07,50.0,12906.07,0.01,31,74,105,0.01,4012.51,7171.28,11183.79,0.0,0.8665527151177702
2008-08-01,279,Mizuho Corporate Bank Ltd,110,308,418,0.05,202333.11,54674.7,257007.8,0.11,163,274,437,0.05,188587.25,58637.84,247225.09,0.1,0.9619361357904312
2008-08-01,280,New India Co-Operative Bank Ltd.,42,91,133,0.02,54051.71,1135.18,55186.89,0.02,114,37,151,0.02,53721.32,805.71,54527.03,0.02,0.988043174746756
2008-08-01,281,North Kanara Gsb Coop Bank Ltd.,64,187,251,0.03,39314.38,3359.36,42673.74,0.02,77,151,228,0.03,41204.84,3996.09,45200.92,0.02,1.0592209635246408
2008-08-01,282,Nutan Nagarik Sahakari Bank Ltd.,15,49,64,0.01,1392.82,287.84,1680.66,0.0,0,116,116,0.01,0.0,1480.64,1480.64,0.0,0.8809872312067878
2008-08-01,283,Oman International Bank Saog,25,20,45,0.01,11347.82,1150.28,12498.11,0.01,63,69,132,0.02,11903.36,816.91,12720.27,0.01,1.0177754876537333
2008-08-01,284,Oriental Bank Of Commerce,1512,9814,11326,1.33,1033834.14,614744.76,1648578.9,0.68,2779,6972,9751,1.15,1046510.5,467682.52,1514193.02,0.63,0.9184838044451498
2008-08-01,285,Pnb Gilts Ltd.,60,32,92,0.01,88614.39,164169.41,252783.8,0.11,167,0,167,0.02,245814.56,0.0,245814.56,0.1,0.9724300370514251
2008-08-01,286,Punjab & Maharashtra Co-Operative Bank Ltd.,51,311,362,0.04,15352.23,66677.96,82030.19,0.03,38,246,284,0.03,12289.04,33365.76,45654.8,0.02,0.5565609442084677
2008-08-01,287,Punjab And Sind Bank,506,715,1221,0.14,500109.39,67649.98,567759.37,0.24,367,1278,1645,0.19,466577.33,188648.43,655225.76,0.27,1.1540553879366182
2008-08-01,289,Rajkot Nagrik Sahakari Bank Ltd.,3,69,72,0.01,610.0,978.69,1588.69,0.0,42,147,189,0.02,922.78,5618.57,6541.35,0.0,4.117448967388226
2008-08-01,290,Rbl Bank Ltd.,132,184,316,0.04,79004.45,3951.9,82956.35,0.03,90,298,388,0.05,77657.33,7500.29,85157.62,0.04,1.0265352803010257
2008-08-01,291,Reserve Bank Of India,22,1178,1200,0.14,21377.45,2693869.66,2715247.11,1.13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,292,Saraswat Co-Operative Bank Ltd,470,1584,2054,0.24,1083466.65,60206.51,1143673.16,0.48,313,1413,1726,0.2,1071341.05,87528.63,1158869.69,0.48,1.013287476292615
2008-08-01,293,Sbi Dfhi Ltd.,65,81,146,0.02,187852.15,123010.96,310863.12,0.13,288,0,288,0.03,337698.28,0.0,337698.28,0.14,1.0863246820658559
2008-08-01,294,Security Trading Corp Of India Ltd.,57,149,206,0.02,92756.81,157863.85,250620.66,0.1,163,0,163,0.02,248262.66,0.0,248262.66,0.1,0.9905913582703039
2008-08-01,295,Shamrao Vithal Co-Operative Bank Ltd.,85,815,900,0.11,13930.37,17325.33,31255.7,0.01,184,1045,1229,0.14,17428.13,18878.96,36307.09,0.02,1.16161500142374
2008-08-01,296,Shinhan Bank,103,105,208,0.02,105128.39,12310.67,117439.07,0.05,66,299,365,0.04,99819.01,23281.66,123100.67,0.05,1.0482088286291775
2008-08-01,297,Societe Generale,173,109,282,0.03,138199.65,16434.1,154633.75,0.06,191,175,366,0.04,149100.24,59968.56,209068.8,0.09,1.352025673567381
2008-08-01,298,South Indian Bank,1485,2334,3819,0.45,514474.45,101951.69,616426.15,0.26,1102,2948,4050,0.48,498376.14,110931.09,609307.23,0.25,0.9884513011007077
2008-08-01,300,State Bank Of Bikaner & Jaipur,2407,9212,11619,1.37,704308.02,344877.73,1049185.75,0.44,2812,12166,14978,1.76,821213.34,285806.82,1107020.15,0.46,1.055123127625399
2008-08-01,301,State Bank Of Hyderabad,2759,9938,12697,1.49,1891036.03,1102136.11,2993172.14,1.24,3024,8964,11988,1.41,2174274.68,773622.69,2947897.36,1.22,0.9848739805522845
2008-08-01,303,State Bank Of Indore,2017,8274,10291,1.21,719769.96,300337.4,1020107.36,0.42,2057,6874,8931,1.05,832069.22,216320.21,1048389.43,0.44,1.027724601457635
2008-08-01,304,State Bank Of Mauritius,10,40,50,0.01,4454.73,1439.01,5893.74,0.0,4,78,82,0.01,2530.32,4110.6,6640.92,0.0,1.1267751885899278
2008-08-01,305,State Bank Of Mysore,4113,6138,10251,1.21,444468.35,484041.92,928510.27,0.39,2513,10246,12759,1.5,487193.92,396044.61,883238.53,0.37,0.9512426071496226
2008-08-01,306,State Bank Of Patiala,2874,7228,10102,1.19,2729342.94,1013734.22,3743077.17,1.56,3066,10093,13159,1.55,2552572.23,1459465.85,4012038.08,1.67,1.0718555610222698
2008-08-01,307,State Bank Of Saurashtra,2370,3850,6220,0.73,335105.13,307571.74,642676.87,0.27,1514,3676,5190,0.61,574960.03,203899.88,778859.91,0.32,1.2118997063018622
2008-08-01,308,State Bank Of Travancore,3869,5664,9533,1.12,879094.61,320484.5,1199579.11,0.5,3819,6879,10698,1.26,898820.95,329344.68,1228165.64,0.51,1.0238304666709308
2008-08-01,309,Syndicate Bank,2396,6655,9051,1.06,1101785.71,488923.0,1590708.71,0.66,2990,6275,9265,1.09,1134382.05,410870.23,1545252.28,0.64,0.9714237875770481
2008-08-01,310,Tamilnad Mercantile Bank Ltd,1138,3019,4157,0.49,244296.59,45945.31,290241.91,0.12,405,3870,4275,0.5,197028.74,100074.4,297103.14,0.12,1.0236396942123211
2008-08-01,311,Tamilnadu State Apex Co-Operative Bank Ltd.,164,27,191,0.02,360802.9,2672.19,363475.1,0.15,53,315,368,0.04,345730.1,31113.72,376843.82,0.16,1.0367802911396131
2008-08-01,312,Thane Bharat Shakari Bank Ltd.,1,25,26,0.0,5.0,926.49,931.49,0.0,0,60,60,0.01,0.0,4538.81,4538.81,0.0,4.872634166765076
2008-08-01,313,Thane Janta Shakari,95,246,341,0.04,86548.72,4682.33,91231.05,0.04,75,263,338,0.04,86471.39,9241.77,95713.16,0.04,1.049129216423575
2008-08-01,314,The West Bengal State Co-Operative Bank Ltd.,20,15,35,0.0,6613.97,19633.73,26247.69,0.01,5,45,50,0.01,4046.88,109423.56,113470.44,0.05,4.32306385819095
