month,Unnamed: 0,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt,outward_inward_ratio
2013-04-01,6982,Gopinath Patil Parsik Janata Sahakari Bank Ltd.,14,752,766,0.01,94.15,10841.61,10935.76,0.0,16,836,852,0.01,6038.57,10915.52,16954.09,0.0,1.5503348647007615
2013-04-01,6983,Greater Bombay Co-Operative Bank Ltd.,132,744,876,0.01,4857.28,26873.34,31730.62,0.01,1,1204,1205,0.02,5.0,39902.69,39907.69,0.01,1.257702811984134
2013-04-01,6984,Gujarat State Co-Operative Bank Ltd,86,622,708,0.01,8490.68,128752.48,137243.17,0.02,27,1293,1320,0.02,1024.96,193701.48,194726.44,0.03,1.418842482288918
2013-04-01,6985,Gurgaon Gramin Bank,62,258,320,0.0,8350.7,13367.08,21717.78,0.0,42,1253,1295,0.02,783.18,20138.12,20921.31,0.0,0.9633263620867327
2013-04-01,6989,Icici Securities Primary Dealership Ltd.,460,38,498,0.01,1881430.15,1500705.43,3382135.58,0.55,297,0,297,0.0,4059129.47,0.0,4059129.47,0.66,1.2001675787343806
2013-04-01,6991,Indian Bank,7895,59383,67278,1.04,776452.66,2191576.79,2968029.46,0.49,7984,87402,95386,1.48,517010.72,2256568.54,2773579.26,0.45,0.9344850842551946
2013-04-01,6992,Indian Clearing Corporation Limited,3,949,952,0.01,8642.02,3339617.94,3348259.96,0.55,27,725,752,0.01,128266.28,3219993.68,3348259.96,0.55,1.0
2013-04-01,6996,Jalgaon Janata Sahakari Bank Ltd.,132,427,559,0.01,7365.99,35608.3,42974.29,0.01,15,1888,1903,0.03,754.73,40982.73,41737.46,0.01,0.9712193034486434
2013-04-01,6997,Jalgaon People Co-Operative Bank Ltd.,17,253,270,0.0,292.57,11658.48,11951.05,0.0,0,894,894,0.01,0.0,11820.69,11820.69,0.0,0.9890921718175392
2013-04-01,6998,Jammu And Kashmir Bank,1495,16969,18464,0.29,786156.4,1257277.3,2043433.69,0.33,1206,37046,38252,0.59,673450.59,1396260.07,2069710.66,0.34,1.0128592232420324
2013-04-01,6999,Janaseva Sahakari Bank Ltd,24,347,371,0.01,971.3,6076.74,7048.04,0.0,1,685,686,0.01,2.0,16636.77,16638.77,0.0,2.3607655461660264
2013-04-01,7000,"Janata Sahakari Bank Ltd., Pune",139,2569,2708,0.04,19353.76,47151.45,66505.22,0.01,25,3925,3950,0.06,2047.6,66816.98,68864.58,0.01,1.035476312987161
2013-04-01,7001,Jankalyan Sahakari Bank Ltd.,34,1188,1222,0.02,23390.18,22752.65,46142.83,0.01,18,1902,1920,0.03,23036.01,35836.05,58872.06,0.01,1.2758658279086912
2013-04-01,7003,Kallapanna Awade Ichalkaranji Janata Sahakari Bank Ltd.,169,1103,1272,0.02,8854.29,24689.16,33543.44,0.01,47,2070,2117,0.03,750.01,32550.72,33300.74,0.01,0.9927646061346121
2013-04-01,7004,Kalupur Commercial Co-Operative Bank Ltd.,218,3386,3604,0.06,93205.31,78760.43,171965.74,0.03,145,5699,5844,0.09,93084.73,82159.04,175243.77,0.03,1.0190621108599887
2013-04-01,7005,Kalyan Janata Sahakari Bank Ltd.,52,694,746,0.01,2474.84,10816.93,13291.77,0.0,24,2289,2313,0.04,914.7,41886.23,42800.93,0.01,3.220107630511211
2013-04-01,7006,"Kangra Central Co-Op Bank Ltd., Dharamshala",49,96,145,0.0,100.11,2260.5,2360.6,0.0,21,746,767,0.01,2154.26,13687.22,15841.48,0.0,6.710785393544015
2013-04-01,7007,Kangra Co-Operative Bank Ltd.,7,109,116,0.0,70.0,794.88,864.88,0.0,1,218,219,0.0,12.5,2233.32,2245.82,0.0,2.596683933031172
2013-04-01,7008,Kapol Co-Operative Bank Ltd.,47,1323,1370,0.02,3300.32,22930.86,26231.18,0.0,1,1372,1373,0.02,4.41,20763.27,20767.68,0.0,0.7917173379161746
2013-04-01,7009,"Karad Urban Co-Operative Bank Ltd., Karad",204,845,1049,0.02,11400.43,13541.24,24941.67,0.0,29,2387,2416,0.04,4277.5,28359.64,32637.14,0.01,1.3085386824539016
2013-04-01,7010,Karnataka Bank Ltd,2923,26880,29803,0.46,196318.34,507132.66,703451.0,0.12,2023,38563,40586,0.63,122617.65,626062.03,748679.69,0.12,1.0642954377774714
2013-04-01,7011,Karnataka State Co-Operative Apex Bank Ltd.,131,430,561,0.01,148615.08,98123.71,246738.79,0.04,14,653,667,0.01,1695.5,296813.78,298509.28,0.05,1.209819015485972
2013-04-01,7012,Karnataka Vikas Grameena Bank,68,459,527,0.01,1188.64,8174.6,9363.24,0.0,196,1884,2080,0.03,7678.24,32003.85,39682.09,0.01,4.238072504816708
2013-04-01,7013,Karur Vysya Bank,4763,42155,46918,0.73,211060.28,1002060.28,1213120.56,0.2,3437,59271,62708,0.97,129338.02,1384040.96,1513378.98,0.25,1.2475091346238496
2013-04-01,7015,Krung Thai Bank Plc,57,51,108,0.0,8798.4,915.91,9714.31,0.0,29,44,73,0.0,9143.3,618.72,9762.02,0.0,1.0049113112511336
2013-04-01,7016,Lakshmi Vilas Bank Ltd.,2630,15426,18056,0.28,75901.41,291696.73,367598.15,0.06,1309,24237,25546,0.4,42044.68,379987.58,422032.26,0.07,1.1480804786422347
2013-04-01,7017,Mahanagar Co-Operative Bank Ltd.,44,923,967,0.01,9062.87,11298.44,20361.32,0.0,18,1318,1336,0.02,134.24,19934.23,20068.47,0.0,0.9856173371863908
2013-04-01,7018,Maharashtra State Co-Op Bank,334,1844,2178,0.03,298424.84,223962.45,522387.29,0.09,71,1798,1869,0.03,279515.41,318858.03,598373.44,0.1,1.1454594157526305
2013-04-01,7019,Mashreqbank Psc,141,3,144,0.0,40104.39,20.16,40124.55,0.01,97,64,161,0.0,24622.52,15261.5,39884.02,0.01,0.9940054156370599
2013-04-01,7020,Mehsana Urban Co-Operative Bank Ltd.,250,1855,2105,0.03,21714.15,38208.42,59922.57,0.01,18,3180,3198,0.05,205.87,58508.82,58714.69,0.01,0.9798426536111519
2013-04-01,7021,Mizuho Corporate Bank Ltd,127,1006,1133,0.02,304477.19,183220.8,487697.98,0.08,121,882,1003,0.02,342166.32,217564.98,559731.3,0.09,1.147700673273242
2013-04-01,7022,Morgan Stanley India Primary Dealer Pvt Ltd.,2,19,21,0.0,606.15,272000.0,272606.15,0.04,35,0,35,0.0,557601.88,0.0,557601.88,0.09,2.0454486445005
2013-04-01,7023,Mumbai District Central Co-Operative Bank Ltd.,28,1141,1169,0.02,11639.09,76069.77,87708.86,0.01,65,968,1033,0.02,25639.44,110274.35,135913.79,0.02,1.5496016023922783
2013-04-01,7024,"Municipal Co-Operative Bank Ltd., Mumbai",47,343,390,0.01,7859.66,17784.67,25644.33,0.0,0,64,64,0.0,0.0,40600.81,40600.81,0.01,1.5832275594644116
2013-04-01,7025,Nagpur Nagrik Sahakari Bank Ltd.,107,1343,1450,0.02,1780.42,20190.33,21970.75,0.0,12,2378,2390,0.04,108.48,24639.93,24748.41,0.0,1.126425360991318
2013-04-01,7026,Nainital Bank Ltd.,588,2935,3523,0.05,49079.93,69860.54,118940.47,0.02,56,5468,5524,0.09,9549.05,104179.78,113728.83,0.02,0.9561827862291111
2013-04-01,7027,Nasik Merchants Co-Operative Bank Ltd.,104,1129,1233,0.02,5136.33,34620.99,39757.32,0.01,9,2864,2873,0.04,206.0,37381.24,37587.24,0.01,0.9454168439925025
2013-04-01,7028,National Australia Bank Ltd.,13,2,15,0.0,5606.17,105.07,5711.24,0.0,5,12,17,0.0,2009.15,3700.74,5709.89,0.0,0.9997636240115982
2013-04-01,7030,New India Co-Operative Bank Ltd.,26,1257,1283,0.02,493.93,24198.85,24692.77,0.0,28,1479,1507,0.02,424.63,26932.86,27357.5,0.0,1.1079153938582023
2013-04-01,7031,Nomura Fixed Income Securities Pvt Ltd.,62,13,75,0.0,779001.5,136318.96,915320.46,0.15,99,0,99,0.0,1123504.91,0.0,1123504.91,0.18,1.2274443313547256
2013-04-01,7032,North Kanara Gsb Coop Bank Ltd.,194,2088,2282,0.04,39784.94,44356.66,84141.6,0.01,69,2623,2692,0.04,39481.04,41250.67,80731.71,0.01,0.9594743860349696
2013-04-01,7033,North Malabar Gramin Bank,1006,300,1306,0.02,12508.92,14964.6,27473.53,0.0,3828,952,4780,0.07,7286.58,18634.34,25920.92,0.0,0.9434870582702696
2013-04-01,7034,Nutan Nagarik Sahakari Bank Ltd.,25,1031,1056,0.02,246.06,10333.6,10579.66,0.0,4,1361,1365,0.02,19.29,15323.57,15342.86,0.0,1.4502224079034676
2013-04-01,7035,Oman International Bank Saog,8,39,47,0.0,1797.74,5165.82,6963.56,0.0,18,89,107,0.0,4857.95,7339.95,12197.9,0.0,1.7516758669416217
2013-04-01,7037,Orissa State Co-Operative Bank Ltd.,30,60,90,0.0,51078.52,79237.68,130316.2,0.02,0,133,133,0.0,0.0,126703.83,126703.83,0.02,0.972279962122898
2013-04-01,7038,Pnb Gilts Ltd.,199,60,259,0.0,1508784.01,584568.94,2093352.95,0.34,388,0,388,0.01,2864079.41,0.0,2864079.41,0.47,1.3681779797334226
2013-04-01,7039,Prathama Bank,39,247,286,0.0,6189.89,10123.19,16313.08,0.0,13,742,755,0.01,197.02,6695.4,6892.41,0.0,0.4225081958771734
2013-04-01,7040,Prime Co-Operative Bank Ltd,16,197,213,0.0,120.31,1574.98,1695.29,0.0,0,1314,1314,0.02,0.0,11521.06,11521.06,0.0,6.795922821464174
2013-04-01,7041,Punjab & Maharashtra Co-Operative Bank Ltd.,132,1769,1901,0.03,3293.29,41240.34,44533.62,0.01,54,2300,2354,0.04,3658.35,63249.07,66907.42,0.01,1.5024024545949777
2013-04-01,7042,Punjab And Sind Bank,1646,17118,18764,0.29,384987.98,838741.46,1223729.43,0.2,1133,22014,23147,0.36,341221.91,932624.26,1273846.17,0.21,1.040954102084478
2013-04-01,7044,Rabobank International,65,47,112,0.0,112326.4,13620.71,125947.11,0.02,76,129,205,0.0,100491.03,49407.2,149898.23,0.02,1.190168079283439
2013-04-01,7045,Rajasthan State Cooperative Bank Ltd,95,364,459,0.01,59646.35,126300.56,185946.91,0.03,7,799,806,0.01,18134.11,184741.62,202875.74,0.03,1.0910412009535408
2013-04-01,7046,Rajkot Nagrik Sahakari Bank Ltd.,106,962,1068,0.02,17965.7,62315.75,80281.45,0.01,1,1896,1897,0.03,55.0,84087.4,84142.4,0.01,1.0480926789438905
2013-04-01,7047,Rbl Bank Ltd.,461,4901,5362,0.08,610950.24,365319.25,976269.49,0.16,309,6932,7241,0.11,498669.16,618856.82,1117525.98,0.18,1.144690058889375
2013-04-01,7048,Reserve Bank Of India,227,2080,2307,0.04,5471162.6,25956753.61,31427916.21,5.15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,7049,Royal Bank Of Scotland Plc,1493,25726,27219,0.42,1355959.27,2267884.9,3623844.17,0.59,1191,16662,17853,0.28,1580930.45,2357810.53,3938740.98,0.65,1.0868957922106237
2013-04-01,7050,Saraswat Co-Operative Bank Ltd,696,13362,14058,0.22,605888.46,1631611.95,2237500.4,0.37,288,15652,15940,0.25,586103.54,1676141.85,2262245.38,0.37,1.0110592069614825
2013-04-01,7051,Sberbank,0,2,2,0.0,0.0,1122.41,1122.41,0.0,1,15,16,0.0,737.02,73.15,810.17,0.0,0.7218128847747257
2013-04-01,7052,Sbi Dfhi Ltd.,128,122,250,0.0,3205917.91,93041.0,3298958.9,0.54,616,0,616,0.01,3589877.8,0.0,3589877.8,0.59,1.0881850634756316
2013-04-01,7053,Security Trading Corp Of India Ltd.,139,72,211,0.0,1112198.17,605656.44,1717854.61,0.28,280,0,280,0.0,2459959.08,0.0,2459959.08,0.4,1.431994923016215
2013-04-01,7054,Seva Vikas Co-Operative Bank Ltd.,7,127,134,0.0,62.26,10207.57,10269.83,0.0,0,729,729,0.01,0.0,10146.94,10146.94,0.0,0.9880338817682475
2013-04-01,7055,Shamrao Vithal Co-Operative Bank Ltd.,413,7941,8354,0.13,84488.69,132209.59,216698.28,0.04,120,10412,10532,0.16,34509.15,197251.3,231760.44,0.04,1.0695075198566413
2013-04-01,7056,Shinhan Bank,165,689,854,0.01,293183.49,135338.57,428522.07,0.07,132,896,1028,0.02,364828.98,80414.21,445243.19,0.07,1.0390204406508163
2013-04-01,7057,Shri Chhatrapati Rajarshi Shahu Urban Co-Op Bank,14,125,139,0.0,437.0,4588.06,5025.06,0.0,0,572,572,0.01,0.0,4670.38,4670.38,0.0,0.929417758195922
2013-04-01,7058,Societe Generale,102,210,312,0.0,616440.07,84866.77,701306.84,0.11,178,265,443,0.01,673446.69,104914.75,778361.43,0.13,1.1098728624976766
2013-04-01,7059,South Indian Bank,5048,26792,31840,0.49,833628.43,781444.47,1615072.9,0.26,4048,35116,39164,0.61,837394.02,844075.58,1681469.59,0.28,1.0411106458414354
2013-04-01,7061,State Bank Of Bikaner & Jaipur,7606,64469,72075,1.12,1981074.11,1392980.01,3374054.12,0.55,6628,73415,80043,1.24,2244101.46,1727531.06,3971632.52,0.65,1.1771099036194475
2013-04-01,7064,State Bank Of Mauritius,86,164,250,0.0,289006.69,44555.72,333562.41,0.05,81,393,474,0.01,280417.11,61167.67,341584.79,0.06,1.0240506116981227
2013-04-01,7065,State Bank Of Mysore,4808,31839,36647,0.57,1000521.86,1034949.53,2035471.39,0.33,5163,42739,47902,0.74,1051800.08,1090160.28,2141960.36,0.35,1.0523166134995392
2013-04-01,7067,State Bank Of Travancore,8228,34081,42309,0.65,1683883.48,982135.49,2666018.98,0.44,12310,43000,55310,0.86,1645623.07,1457938.31,3103561.38,0.51,1.1641182614536374
2013-04-01,7068,Sumitomo Mitsui Banking Corporation,41,2,43,0.0,342487.93,6600.0,349087.93,0.06,42,3,45,0.0,350382.68,1900.0,352282.68,0.06,1.0091517057034884
2013-04-01,7069,Surat District Co-Operative Bank Ltd.,32,507,539,0.01,13386.78,47040.46,60427.24,0.01,12,970,982,0.02,10095.0,47856.41,57951.41,0.01,0.959027915224988
2013-04-01,7070,Surat Peoples Coop Bank Ltd.,54,1016,1070,0.02,41800.85,38244.51,80045.35,0.01,8,2335,2343,0.04,67.44,87354.36,87421.8,0.01,1.0921533855495666
2013-04-01,7071,Sutex Co-Operative Bank Ltd.,8,501,509,0.01,72.61,3604.9,3677.5,0.0,1,687,688,0.01,5.0,6230.21,6235.21,0.0,1.6955023793337864
2013-04-01,7073,Tamilnad Mercantile Bank Ltd,3546,28862,32408,0.5,258671.26,391536.42,650207.68,0.11,896,45810,46706,0.72,161777.77,578889.21,740666.98,0.12,1.1391237027529417
2013-04-01,7074,Tamilnadu State Apex Co-Operative Bank Ltd.,136,422,558,0.01,529873.18,36944.47,566817.64,0.09,113,989,1102,0.02,511183.11,82296.99,593480.11,0.1,1.0470388853811958
2013-04-01,7075,Thane Bharat Shakari Bank Ltd.,12,592,604,0.01,114.11,6200.94,6315.05,0.0,5,686,691,0.01,32.1,11022.06,11054.16,0.0,1.750446948163514
2013-04-01,7076,Thane District Central Co-Operative Bank Ltd.,2,36,38,0.0,8.0,184.87,192.87,0.0,0,225,225,0.0,0.0,10104.44,10104.44,0.0,52.38989993259709
2013-04-01,7077,"The Varachha Co-Operative Bank Ltd., Surat",25,291,316,0.0,2693.38,6219.24,8912.62,0.0,10,618,628,0.01,150.67,8652.33,8803.0,0.0,0.9877005863595665
2013-04-01,7078,"The Vishweshwar Sahakari Bank Ltd., Pune",8,500,508,0.01,75.44,6768.91,6844.35,0.0,8,1236,1244,0.02,65.53,23395.84,23461.37,0.0,3.4278448647424513
2013-04-01,7079,The West Bengal State Co-Operative Bank Ltd.,34,198,232,0.0,1161.87,14374.58,15536.44,0.0,14,477,491,0.01,149.84,30797.67,30947.51,0.01,1.9919305838403134
2013-04-01,7080,Tjsb Sahakari Bank Ltd.,194,3227,3421,0.05,19925.48,48127.43,68052.92,0.01,83,4508,4591,0.07,10569.89,63056.31,73626.2,0.01,1.0818962654357813
2013-04-01,7081,Tumkur Grain Merchants Co-Operative Bank Ltd.,1,62,63,0.0,14.0,3324.52,3338.52,0.0,0,517,517,0.01,0.0,5403.73,5403.73,0.0,1.6186004576878377
2013-04-01,7082,Ubs Ag,21,80,101,0.0,70911.55,103797.54,174709.1,0.03,1,109,110,0.0,0.03,133025.36,133025.39,0.02,0.7614107679565633
2013-04-01,7083,Uco Bank,7953,35328,43281,0.67,2529101.62,1922239.57,4451341.19,0.73,6417,66810,73227,1.13,2154277.65,1658731.66,3813009.31,0.62,0.856597853825714
2013-04-01,7085,United Bank Of India,3796,24463,28259,0.44,560092.37,1214201.99,1774294.36,0.29,2665,53939,56604,0.88,418325.12,1627334.87,2045659.99,0.34,1.1529428465297042
2013-04-01,7086,Vasai Vikas Sahakari Bank Ltd.,0,111,111,0.0,0.0,1840.7,1840.7,0.0,0,26,26,0.0,0.0,657.5,657.5,0.0,0.3572010648122997
2013-04-01,7087,Vijaya Bank,4623,36431,41054,0.64,652050.36,1633810.27,2285860.62,0.37,4872,45104,49976,0.77,335971.57,1888171.6,2224143.17,0.36,0.9730003441767153
2013-04-01,7088,Westpac Banking Corporation,39,1,40,0.0,190917.21,23.72,190940.94,0.03,36,21,57,0.0,174768.76,16660.08,191428.84,0.03,1.0025552403795646
2013-04-01,7089,Woori Bank,79,126,205,0.0,83068.06,16195.51,99263.57,0.02,102,123,225,0.0,75903.99,24266.14,100170.13,0.02,1.0091328570995381
2013-05-01,7091,A.P. Mahesh Co-Operative Urban Bank Ltd,238,1553,1791,0.03,5603.49,21978.48,27581.97,0.0,0,2550,2550,0.04,0.0,20590.28,20590.28,0.0,0.7465123049586377
2013-05-01,7092,Abhyudaya Co-Operative Bank Ltd,111,3480,3591,0.05,13628.86,46954.71,60583.58,0.01,47,5945,5992,0.09,9912.85,83771.09,93683.94,0.02,1.5463586007957932
2013-05-01,7093,Abu Dhabi Commercial Bank Pjsc,203,157,360,0.01,492319.36,10030.17,502349.53,0.09,666,378,1044,0.02,547364.09,74607.49,621971.58,0.11,1.2381251356998382
2013-05-01,7094,Ahmedabad Mercantile Co-Operative Bank Ltd.,31,1144,1175,0.02,292.72,12334.49,12627.21,0.0,14,1624,1638,0.02,1561.61,17828.02,19389.63,0.0,1.5355434811015263
2013-05-01,7095,Akola District Central Co-Operative Bank Ltd.,1,2,3,0.0,0.0,15.0,15.0,0.0,1,36,37,0.0,10.0,355.18,365.18,0.0,24.345333333333333
2013-05-01,7097,Almora Urban Co-Operative Bank Ltd.,7,106,113,0.0,21.11,706.87,727.99,0.0,1,700,701,0.01,2.5,4706.87,4709.37,0.0,6.469003695105702
2013-05-01,7098,Andhra Bank,4438,51032,55470,0.83,1207825.98,1336250.96,2544076.94,0.43,7277,65858,73135,1.09,1398497.28,1060268.25,2458765.53,0.42,0.9664666548960582
2013-05-01,7099,Andhra Pradesh State Co-Operative Bank Ltd.,31,104,135,0.0,28516.57,8176.84,36693.41,0.01,1,173,174,0.0,6000.0,45652.82,51652.82,0.01,1.4076865573409503
2013-05-01,7100,Andhra Pragathi Grameena Bank,32,179,211,0.0,49.08,1562.27,1611.35,0.0,33,486,519,0.01,75.45,3282.86,3358.31,0.0,2.084159245353275
2013-05-01,7101,Apna Sahakari Bank Ltd.,73,844,917,0.01,78112.85,15078.13,93190.98,0.02,48,1820,1868,0.03,76959.04,17053.7,94012.73,0.02,1.0088179134933446
2013-05-01,7102,Australia And New Zealand Banking Group Limited,42,237,279,0.0,319258.64,183071.13,502329.78,0.09,124,154,278,0.0,348397.28,155436.89,503834.17,0.09,1.0029948254312135
2013-05-01,7105,Bank Of Bahrain & Kuwait B S C,109,325,434,0.01,40325.42,19987.59,60313.01,0.01,49,391,440,0.01,45782.96,28682.42,74465.37,0.01,1.234648544319045
2013-05-01,7107,Bank Of Ceylon,4,144,148,0.0,1122.75,6369.4,7492.15,0.0,24,164,188,0.0,1133.15,3312.35,4445.5,0.0,0.593354377581869
2013-05-01,7109,Bank Of Maharashtra,6631,45371,52002,0.78,925506.62,1917132.99,2842639.61,0.48,5170,71288,76458,1.14,784549.51,1938459.67,2723009.19,0.46,0.9579157274882271
2013-05-01,7110,Bank Of Nova Scotia,391,2800,3191,0.05,1280004.54,793090.73,2073095.27,0.35,225,1840,2065,0.03,1682653.05,490455.65,2173108.69,0.37,1.0482435233186365
2013-05-01,7111,Bank Of Tokyo Mitsubishi Ufj Ltd,104,2934,3038,0.05,251660.98,635275.92,886936.89,0.15,134,2615,2749,0.04,202772.81,521184.59,723957.4,0.12,0.8162445470049171
2013-05-01,7112,Barclays Bank Plc,586,956,1542,0.02,1312769.86,747277.31,2060047.17,0.35,546,1297,1843,0.03,694217.96,1446385.18,2140603.14,0.36,1.0391039444014285
2013-05-01,7113,Bassein Catholic Co-Operative Bank Ltd.,38,982,1020,0.02,711.93,80758.45,81470.38,0.01,0,1786,1786,0.03,0.0,80520.11,80520.11,0.01,0.9883360062884203
2013-05-01,7114,Bharat Co-Operative Bank (Mumbai) Ltd.,116,4041,4157,0.06,3055.14,48246.97,51302.11,0.01,45,4937,4982,0.07,533.89,53865.04,54398.93,0.01,1.060364378775064
2013-05-01,7115,Bnp Paribas,497,218667,219164,3.27,780343.88,3062077.23,3842421.11,0.65,1668,12500,14168,0.21,732629.47,3187719.33,3920348.8,0.67,1.0202808822274037
2013-05-01,7117,Capital Small Finance Bank Limited,255,834,1089,0.02,6306.59,26899.98,33206.57,0.01,74,2398,2472,0.04,10830.99,32319.52,43150.51,0.01,1.2994570050444838
2013-05-01,7118,Catholic Syrian Bank Ltd,1205,6156,7361,0.11,45535.16,102329.48,147864.63,0.03,1134,7863,8997,0.13,34830.1,136430.47,171260.57,0.03,1.1582253984607407
2013-05-01,7120,Chinatrust Commercial Bank,80,191,271,0.0,172619.9,8959.5,181579.4,0.03,62,257,319,0.0,168668.57,15067.27,183735.84,0.03,1.0118760167728278
2013-05-01,7122,Citizen Credit Co-Op Bank Ltd.,12,448,460,0.01,329.5,5627.07,5956.58,0.0,1,553,554,0.01,4.0,8422.3,8426.3,0.0,1.4146204701355474
2013-05-01,7123,City Union Bank,3768,24661,28429,0.42,168811.46,378177.26,546988.72,0.09,695,38178,38873,0.58,46179.18,498192.56,544371.74,0.09,0.9952156600231171
2013-05-01,7124,Clearing Corporation Of India,26,68,94,0.0,7624.24,88005.88,95630.12,0.02,187,0,187,0.0,188293.91,0.0,188293.91,0.03,1.968981216378271
2013-05-01,7125,Commonwealth Bank Of Australia,86,78,164,0.0,28617.65,3626.1,32243.75,0.01,60,155,215,0.0,21453.35,11388.86,32842.21,0.01,1.0185604962201977
2013-05-01,7127,Cosmos Co-Operative Bank,396,9984,10380,0.16,30740.11,160520.84,191260.95,0.03,263,10154,10417,0.16,6748.4,162032.43,168780.83,0.03,0.8824636184228928
2013-05-01,7128,Credit Agricole Corporate And Investment Bank,79,422,501,0.01,501748.18,135324.85,637073.03,0.11,196,584,780,0.01,623717.09,554249.91,1177966.99,0.2,1.849029757232071
2013-05-01,7129,Credit Suisse Ag,3,30,33,0.0,39991.38,43697.6,83688.98,0.01,8,36,44,0.0,29735.38,91230.08,120965.46,0.02,1.4454168278786528
2013-05-01,7131,Dena Bank,4568,35894,40462,0.6,1222876.03,1009680.83,2232556.86,0.38,4600,45557,50157,0.75,1191725.89,1056893.88,2248619.78,0.38,1.0071948537068838
2013-05-01,7132,Deposit Insurance And Credit Guarantee Corporation,148,862,1010,0.02,53411.4,316930.6,370342.01,0.06,0,8,8,0.0,0.0,48758.74,48758.74,0.01,0.13165867950006535
2013-05-01,7134,Deutsche Securities India Pvt Ltd.,29,0,29,0.0,190000.0,0.0,190000.0,0.03,50,0,50,0.0,435763.94,0.0,435763.94,0.07,2.293494421052632
2013-05-01,7135,Development Credit Bank Ltd.,914,14017,14931,0.22,107633.52,255424.63,363058.15,0.06,613,18641,19254,0.29,83539.06,305612.47,389151.53,0.07,1.0718710763000363
2013-05-01,7136,Dhanlaxmi Bank Ltd.,3101,11618,14719,0.22,127504.84,398222.87,525727.7,0.09,1173,15991,17164,0.26,49446.3,545773.88,595220.18,0.1,1.1321834097765822
2013-05-01,7137,Dombivli Nagari Sahakari Bank,154,1186,1340,0.02,7731.79,18997.63,26729.41,0.0,31,1597,1628,0.02,589.6,25229.09,25818.69,0.0,0.9659281667646237
2013-05-01,7138,Federal Bank Ltd.,5990,44473,50463,0.75,473013.84,1786680.13,2259693.97,0.38,6596,64840,71436,1.07,496540.22,1983430.84,2479971.07,0.42,1.0974809434040307
2013-05-01,7139,First Rand Bank Ltd,72,67,139,0.0,464022.74,15853.56,479876.3,0.08,79,191,270,0.0,471711.88,53486.12,525198.0,0.09,1.0944445474802569
2013-05-01,7140,Gadchiroli District Central Co-Op Bank Ltd.,0,2,2,0.0,0.0,11.01,11.01,0.0,0,24,24,0.0,0.0,497.61,497.61,0.0,45.19618528610354
2013-05-01,7141,Goldman Sachs India Capital Markets Pvt Ltd.,2,19,21,0.0,6000.0,387010.35,393010.35,0.07,38,0,38,0.0,772365.14,0.0,772365.14,0.13,1.9652539430577338
2013-05-01,7142,Gopinath Patil Parsik Janata Sahakari Bank Ltd.,10,700,710,0.01,161.5,6896.07,7057.57,0.0,8,856,864,0.01,49.13,10398.69,10447.82,0.0,1.480370722500804
2013-05-01,7143,Greater Bombay Co-Operative Bank Ltd.,145,783,928,0.01,4903.64,48221.74,53125.37,0.01,0,1131,1131,0.02,0.0,55960.24,55960.24,0.01,1.0533618871736798
2013-05-01,7144,Gujarat State Co-Operative Bank Ltd,109,705,814,0.01,19838.21,317503.89,337342.1,0.06,29,1280,1309,0.02,402.51,312645.03,313047.54,0.05,0.9279824249626715
2013-05-01,7145,Gurgaon Gramin Bank,70,246,316,0.0,4113.68,12606.63,16720.31,0.0,71,1157,1228,0.02,2141.99,14586.4,16728.39,0.0,1.0004832446288374
2013-05-01,7151,Indian Bank,7865,61075,68940,1.03,909143.28,1931217.84,2840361.13,0.48,6945,88540,95485,1.43,703954.02,2309458.17,3013412.18,0.51,1.0609257210895575
2013-05-01,7152,Indian Clearing Corporation Limited,6,997,1003,0.01,20682.07,3320120.67,3340802.74,0.57,17,796,813,0.01,39619.27,3301183.46,3340802.74,0.57,1.0
2013-05-01,7156,Jalgaon Janata Sahakari Bank Ltd.,173,418,591,0.01,13620.46,25949.67,39570.13,0.01,1,1443,1444,0.02,450.17,38593.15,39043.32,0.01,0.9866866750248231
2013-05-01,7157,Jalgaon People Co-Operative Bank Ltd.,9,224,233,0.0,143.78,13631.12,13774.9,0.0,0,900,900,0.01,0.0,13592.49,13592.49,0.0,0.9867577986047086
2013-05-01,7158,Jammu And Kashmir Bank,1460,17684,19144,0.29,954131.85,1212775.0,2166906.84,0.37,1130,39241,40371,0.6,1105305.42,1031560.85,2136866.27,0.36,0.9861366582792273
2013-05-01,7159,Janaseva Sahakari Bank Ltd,26,356,382,0.01,1184.91,7875.14,9060.06,0.0,0,779,779,0.01,0.0,10842.28,10842.28,0.0,1.196711721555928
2013-05-01,7160,"Janata Sahakari Bank Ltd., Pune",161,2729,2890,0.04,18613.29,45592.01,64205.3,0.01,20,3993,4013,0.06,1202.13,59470.09,60672.22,0.01,0.9449721440441833
2013-05-01,7161,Jankalyan Sahakari Bank Ltd.,40,1141,1181,0.02,33809.56,18290.95,52100.51,0.01,14,1752,1766,0.03,34599.5,17046.91,51646.41,0.01,0.9912841544161468
